[15May2025 02:28:23.812] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmlserver, --fml.forgeVersion, 36.2.42, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, nogui]
[15May2025 02:28:23.815] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 11.0.27 by Ubuntu
[15May2025 02:28:24.157] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[15May2025 02:28:24.214] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=file:/workspaces/legendary-octo-garbanzo/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar Service=ModLauncher Env=SERVER
[15May2025 02:28:24.818] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[15May2025 02:28:24.906] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[15May2025 02:28:24.913] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[15May2025 02:28:24.919] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[15May2025 02:28:24.925] [main/INFO] [STDERR/]: [jdk.nashorn.api.scripting.NashornScriptEngine:<init>:143]: Warning: Nashorn engine is planned to be removed from a future JDK release
[15May2025 02:28:26.516] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmlserver' with arguments [--gameDir, ., nogui]
[15May2025 02:28:26.560] [main/WARN] [mixin/]: Reference map 'yungsbridges.refmap.json' for yungsbridges.mixins.json could not be read. If this is a development environment you can ignore this message
[15May2025 02:28:34.180] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `citadel` for name `debug`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:34.192] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `citadel` for name `citadel_book`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:34.193] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `citadel` for name `effect_item`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:34.194] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `citadel` for name `fancy_item`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:34.939] [modloading-worker-3/INFO] [Spartan Shields/]: Constructing Mod: Spartan Shields
[15May2025 02:28:35.596] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `bestiary`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.597] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `manuscript`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.600] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `sapphire_gem`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.600] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `silver_ingot`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.600] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `silver_nugget`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.603] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `amythest_gem`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.603] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `copper_ingot`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.603] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `copper_nugget`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.604] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `armor_silver_metal_helmet`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.607] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `armor_silver_metal_chestplate`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.607] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `armor_silver_metal_leggings`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
[15May2025 02:28:35.608] [modloading-worker-3/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `iceandfire` for name `armor_silver_metal_boots`, expected `swiaf`. This could be a intended override, but in most cases indicates a broken mod.
